name,tagline,web_site,main_product_or_service,categories,web_domain
Snorkel AI,Programmatic AI Data Development,https://www.snorkel.ai,Snorkel Flow,AI | Data Development | Machine Learning | NLP | Computer Vision,snorkel.ai
Sofy,Revolutionary AI-Enhanced Mobile App Testing,https://sofy.ai/,AI-Enhanced Mobile App Testing,Mobile App Testing | Quality Assurance | Automation,sofy.ai
Sogeti,Artificial Data Amplifier,https://www.sogeti.com/,Artificial Data Amplifier (ADA),AI | Data Services | Automation | Cloud Services | DevSecOps & Cybersecurity | Quality Engineering & Testing | Digital Experiences & Innovation,sogeti.com
Somite.ai,AI-driven Cell Therapy,https://www.somite.ai,Cell replacement therapies,Biotech | Healthcare | AI,somite.ai
SoulGen AI,AI-Powered Soulmate Matching,https://aimojo.io,AI-driven matchmaking platform,Technology | AI | Dating Services,aimojo.io
Sourcetable,Make data accessible to everyone.,https://sourcetable.com,AI native spreadsheet,Data Analysis | BI | SaaS | No-Code,sourcetable.com
SparkCognition Government Systems (SGS),Leading with AI: Unleashing data potential at the operational edge,https://sparkgov.ai,AI solutions for government and national defense,AI | Government Technology | Defense Technology,sparkgov.ai
SpeedyBrand,AI Powered Content Marketing for Your Business,https://www.speedybrand.com/,AI Powered SEO Tool,SEO | Content Marketing | AI Tools,speedybrand.com
Spell,Machine Learning Made Easy,https://spell.ml,Machine Learning Platform,Machine Learning | AI | Cloud Computing,spell.ml
Spot AI,Video Intelligence for Better Decision-Making,https://www.spot.ai/,AI Camera System,Video Intelligence | AI | Security | Surveillance,spot.ai
Square Yards,Real estate technology platform,https://www.squareyards.com,Real estate services,PropTech | AI,squareyards.com
Stability AI,Activating humanity's potential through generative AI,https://stability.ai,Generative AI models,AI | Technology | Software,stability.ai
Stainless,Generate best-in-class SDKs,https://www.stainlessapi.com,SDK Generation,API Development | Software Development | SDKs,stainlessapi.com
Stefanini Group,Building an Ecosystem Strategy in the Age of AI,https://www.stefanini.com,IT training services,Information Technology and Services | Strategy,stefanini.com
StockMusic,AI Generated Background Music,https://stockmusic,Generate copyright free background music across 70+ genres,Music Tools,stockmusic
Streetbeat,Your J.A.R.V.I.S. for Finance,https://streetbeatpro.com,Investment platform,Finance | Investment | AI,streetbeatpro.com
Striveworks,Empowering organizations to harness the power of AI.,https://striveworks.us,AI and machine learning solutions,AI | Machine Learning | Data Analytics | Software Development,striveworks.us
Subtle Medical,The Leader in AI-Powered Image Acquisition,https://subtlemedical.com,AI solutions for MRI and PET imaging,Healthcare | Medical Imaging | AI,subtlemedical.com
Suki AI,Suki Assistant lets clinicians focus on what they love: taking care of patients.,https://www.suki.ai/,Suki Assistant,Healthcare | AI | Medical Technology,suki.ai
Summize,AI-driven legal solutions provider tackling redlining in contracts.,https://www.summize.com/,AI redlining solution for contract review,Legal Tech | AI | Contract Management,summize.com
Supermeme.ai,Turn text into memes using AI,https://supermeme.ai,AI Meme Generator,Technology | Social Media | Marketing | AI,supermeme.ai
Surge AI,World's Most Powerful Data Labeling Platform,https://www.surgehq.ai,Data labeling platform for large language models,AI | Data Labeling | Machine Learning | NLP,surgehq.ai
SwissCognitive,Unleashing AI in Business,https://swisscognitive.ch/,"AI Ventures, Advisory & Research",AI | Advisory | Research,swisscognitive.ch
Syllable,Workflow Automations,https://syllable.ai,Patient Assistant,Healthcare | AI | Automation,syllable.ai
Symbolica,Building Reasoning Machines,https://symbolica.ai,AI models for complex reasoning tasks,AI | Machine Learning | Research,symbolica.ai
SymbyAI,Revolutionizing the academic peer review process with AI.,https://huntsvillebusinessjournal.com/news/2024/10/07/local-company-aims-to-revolutionize-academic-peer-review-using-artificial-intelligence/,AI peer review platform,AI | Education | Technology,huntsvillebusinessjournal.com
SymphonyAI,Financial Crime Prevention AI SaaS Solutions,https://www.symphonyai.com,AI SaaS solutions for financial crime prevention,Financial Services | AI | SaaS,symphonyai.com
Synthesia,The #1 AI Video Platform,https://www.synthesia.io,AI Video Generator,AI Video Generation | Video Communications | Learning & Development | Sales Enablement | Marketing | Customer Service,synthesia.io
Synthesized,Accelerating the development of quality applications with AI-powered testing,https://www.synthesized.io,Automated test data provisioning,Data Provisioning | ML/AI Libraries | Test Data Management,synthesized.io
Syntheticus,Synthetic Data Generation Made Easy,https://syntheticus.ai,Synthetic data generation platform,AI & LLM | Software Testing | Analytics & BI,syntheticus.ai
Syntho,Self-service AI-generated Synthetic Data Platform,https://www.syntho.ai/,AI Generated Synthetic Data,Data Management | AI | Synthetic Data,syntho.ai
TIFIN,AI For Wealth,https://tifin.com,TIFIN creates companies to improve wealth outcomes,Finance | Wealth Management | AI,tifin.com
Tabnine,"The AI code assistant that accelerates and simplifies software development while keeping your code private, secure, and compliant.",https://www.tabnine.com,AI code assistant,Software Development | AI Tools | Productivity,tabnine.com
Talview,Gen AI-Powered Interviewing & Top-Rated Proctoring Platform,https://www.talview.com/en,AI-driven remote proctoring and interviewing solutions,Proctoring | Interviewing | Assessment | Recruitment Technology | EdTech,talview.com
Taplio,Leverage AI to grow on LinkedIn,https://taplio.com/,AI-powered LinkedIn growth tools,Social Media | Marketing | AI Tools,taplio.com
Tars,Shaping the future of customer experience and employee productivity with Conversational AI,https://hellotars.com/,Conversational AI solutions,Customer Experience | Employee Productivity | AI | Chatbots | Automation,hellotars.com
Tech Mahindra,Scale at Speed,https://www.techmahindra.com,Digital solutions and services,Information Technology | Consulting | Telecommunications | Cloud Services | AI | Engineering Services,techmahindra.com
Tecton,AI-Ready Feature Store for Gen AI & Predictive ML Applications,https://www.tecton.ai,Feature Store,Predictive ML | Generative AI | AI Data Platform,tecton.ai
Tempus,AI-enabled precision medicine,https://www.tempus.com/,AI-enabled clinical assistant and precision medicine solutions,Healthcare | AI | Biotech | Life Sciences,tempus.com
TestRail,Orchestrate Testing. Elevate Quality.,https://www.testrail.com/,Test Management & Orchestration Software,Software | Quality Assurance | Test Management,testrail.com
The Pocket Company,"Data In, Ai Out",https://thepocket.company/,AI Services,AI Services | Data Management,thepocket.company
ThinkSono,Streamline DVT Clinical pathway with AI,https://thinksono.com/,ThinkSono Guidance,Healthcare | Medical Technology | AI in Medicine,thinksono.com
Thoughtful AI,The world’s first AI operating system for healthcare RCM teams,https://www.thoughtful.ai,AI-Powered Revenue Cycle Automation,Healthcare | AI | Automation,thoughtful.ai
Tidio,Accelerate Your Growth With #1 AI Customer Service,https://www.tidio.com,AI-driven customer service solutions,Customer Service | AI | Ecommerce,tidio.com
Tiledesk,Automated Customer Service with an AI Agent,https://tiledesk.com,AI-powered customer service solutions,Customer Service | AI | Chatbots | Automation,tiledesk.com
Together AI,The AI Acceleration Cloud,http://www.together.ai,Generative AI model training and deployment,AI | Cloud Computing | Machine Learning | Generative AI,together.ai
Tongyi Qianwen (Qwen),Top-performance foundation models from Alibaba Cloud,https://www.alibabacloud.com/product/modelstudio,Large language models (LLM) and AI solutions,AI | Cloud Computing | Machine Learning,alibabacloud.com
Tonic.ai,Synthetic test data generation for software and AI engineers,https://www.tonic.ai,Synthetic data generation and de-identification,Software Development | Data Privacy | AI Solutions,tonic.ai
Topaz Labs,Professional-grade photo and video editing powered by AI.,https://www.topazlabs.com/,AI-powered photo and video editing software,Photo Editing | Video Editing | AI Tools,topazlabs.com
TranslatePress AI,Advanced AI Translator for WordPress Sites,https://translatepress.com/ai/,AI website translation for WordPress,Software | Translation | AI,translatepress.com
Trickle AI,Turn ideas into powerful agents,https://docs.trickle.so,A tool where everyone can create apps using natural language.,AI | Productivity | Software Development,trickle.so
Trove,Unlocking the power of data for everyone,https://trove.ai,Data management and analytics platform,Data Analytics | AI | SaaS,trove.ai
Truthset,The Truth in Data,https://truthset.com,Data verification and validation services,Data Analytics | Machine Learning | AI,truthset.com
Turing,Accelerate your AGI deployment,https://www.turing.com,Generative AI products and solutions,AI | AGI | LLM Training | Data Solutions,turing.com
Typeface,Personalized AI Storytelling for Work,https://typeface.ai,Generative AI platform for enterprises,AI | Content Creation | Marketing Technology,typeface.ai
UiPath,The Business Automation Platform™,https://www.uipath.com/,Business Automation Platform,Robotic Process Automation | AI | Automation,uipath.com
Unbxd,AI-Powered Product Discovery,https://www.unbxd.com,Product Discovery and Search Solutions,E-commerce | AI | Search Technology,unbxd.com
Uncountable,Build software that helps scientists accelerate research and development,https://www.uncountable.com,Unified Platform for scientists,Technology | AI | Material Informatics,uncountable.com
UneeQ,The Face of Enterprise AI,https://www.digitalhumans.com,Digital human creation and AI solutions,AI | Digital Humans | Enterprise Solutions | Customer Engagement | Marketing | Sales | Customer Service,digitalhumans.com
UniVG,Your Gateway to AGI,https://www.aibase.com/tool/univg,AI information and product services,AI | AI Tools | AI News,aibase.com
UniVG,AI-Powered Solutions for Business,https://top.aibase.com,AI-based business optimization tools,AI | Business Solutions | Technology,top.aibase.com
Unit21,The Customizable No-Code Platform for Risk & Compliance Operations,https://www.unit21.ai/,Risk and Compliance Infrastructure,Fintech | Risk Management | Compliance | Fraud Prevention,unit21.ai
Upend.AI,"Your AI powered assistant, copilot & Task Engine™",https://upend.ai,AI powered assistant and task engine,AI | Productivity | Technology,upend.ai
Upstage,"Powerful Purpose-trained LLM, Solar | Document AI | AGI for Work",https://upstage.ai,"Solar Pro Preview, Solar Mini, Document AI",AI | Document Processing | Automation,upstage.ai
VAST Data,Data Platform Built for Deep Learning and AI,https://www.vastdata.com,VAST Data Platform,Data Management | AI Infrastructure | Cloud Computing,vastdata.com
Valar Labs,Analyzing the tumor to predict cancer treatment response,https://portal.valarlabs.com/,AI diagnostics for cancer treatment response prediction,Healthcare | AI | Biotech,valarlabs.com
Valohai,The Scalable MLOps Platform,https://app.valohai.com,MLOps platform for machine learning workflows,MLOps | Machine Learning | Cloud Computing,valohai.com
Veesual,Augmented Shopping Experiences,https://veesual.ai,Augmented Shopping Experiences powered by AI,Fashion | E-commerce | Technology,veesual.ai
Vellum AI,The AI development platform for product & engineering teams with deadlines.,https://www.vellum.ai/,AI development platform for LLM applications,AI | Software Development | Product Management,vellum.ai
Verta,"Take GenAI from idea to product, fast.",https://www.verta.ai,GenAI application development platform,Generative AI | AI Solutions | MLOps,verta.ai
Viable,AI Driven Insights from Your Qualitative Data,https://app.askviable.com,Generative Analysis,AI | Data Analysis | Customer Experience | Employee Engagement | Marketing Insights | Product Management,askviable.com
Vicuna,An Open-Source Chatbot Impressing GPT-4 with 90%* ChatGPT Quality,https://lmsys.org/blog/2023-03-30-vicuna/,Open-source chatbot,AI | Chatbots | Open Source,lmsys.org
Vijil Inc,AI-driven solutions for smarter decision-making,https://vijil.ai,AI analytics platform,AI | Data Analytics | Software Development,vijil.ai
Visor.ai,We help Customer Service teams deliver a better experience with AI and automation,https://www.visor.ai/,Customer Service Automation,AI | Customer Service | Automation,visor.ai
Vista.ai,Automate your MRI exams using Vista.ai One Click MRI,https://vista.ai,One Click MRI automation software,Healthcare | Medical Technology | AI in Healthcare,vista.ai
Viz.ai,the proven AI-powered care coordination platform,https://www.viz.ai,AI-powered care coordination solution,Healthcare | AI | Medical Technology,viz.ai
Vue.ai,Enterprise AI Orchestration Platform,https://vue.ai/,AI-powered experience management & automation suite,AI | eCommerce | Automation | Data Management,vue.ai
WELL Health.ai,Revolutionizing Healthcare,https://wellhealth.ai,AI-enabled tools and technologies for care providers,Healthcare | AI | Investment,wellhealth.ai
Waifu Labs,"A state-of-the-art AI that draws custom anime portraits, just for you!",https://waifulabs.com,AI-generated custom anime portraits,AI | Art | Anime | Technology,waifulabs.com
Waifu Lofiu,Your gateway to anime-inspired digital collectibles.,https://lofiu.com,Digital collectibles and NFTs inspired by anime culture.,Blockchain | NFTs | Digital Art | Collectibles | Gaming,lofiu.com
Weaviate,The AI-native database for a new generation of software,https://weaviate.io,Open source vector database,Database | AI | Open Source,weaviate.io
Weights & Biases,Build a production-ready LLM app in 90 minutes with W&B Weave,https://wandb.ai/,MLOps solution,Machine Learning | AI | Software Development,wandb.ai
Wipro,Ambitions Realized,https://www.wipro.com,AI-infused technologies and business solutions,Applications | AI | Business Process | Cloud | Consulting | Cybersecurity | Data & Analytics | Digital Experiences | Engineering | Sustainability,wipro.com
Wisedocs,"Medical Record Reviews, Summaries, Insights for Claims",https://www.wisedocs.com,AI Medical Summary Platform,Insurance | Legal | Independent Medical Evaluation,wisedocs.com
Wisedocs,Transforming document management with AI.,https://wisedocs.ai,AI-powered document management solutions,AI | Document Management | Software as a Service (SaaS) | Data Analytics,wisedocs.ai
Wit.ai,Make sense of your voice and text data.,https://wit.ai,Natural Language Processing API,AI | NLP | Software Development,wit.ai
WorkFusion,AI Digital Workers: Your Dream Team,https://www.workfusion.com,AI Digital Workers,AI | Automation | Financial Services | Compliance,workfusion.com
Workable,The world’s leading recruiting software and hiring platform,https://www.workable.com,Full Applicant Tracking System with built-in AI sourcing,Recruiting Software | HR Software,workable.com
Workday,The AI-first platform for finance and HR.,https://www.workday.com/en-us/homepage.html,Enterprise Management Cloud,Finance | HR | Planning | Spend | AI,workday.com
Writer,The full-stack generative AI platform,https://writer.com/,Generative AI platform,Technology | AI | Enterprise Software | Content Creation,writer.com
Writesonic,"AI Content Writer, AI SEO Toolkit & AI Chatbots",https://writesonic.com/,"Generative AI Platform for Content Creation, SEO and AI Chatbots.",AI Content Creation | SEO Tools | Chatbots | Marketing Tools,writesonic.com
Wysa,Your AI companion for mental health,https://wysa.com,AI-driven mental health support,HealthTech | Mental Health | AI | Wellness,wysa.com
Xenioo,Omnichannel Chatbot Platform: Create Your Bots For Free Without Coding,https://www.xenioo.com/,Chatbot Platform,Chatbots | Automation | Customer Service | AI,xenioo.com
Xfactor.io,Solving Go-to-Market Complexity,https://www.xfactor.io,AI-powered Go-to-Market platform,Platform | AI | Sales | Marketing | Business Solutions,xfactor.io
YData,data quality for Data Science | Synthetic data Data-Centric AI,https://ydata.ai,YData Fabric,Data Analytics | Synthetic Data | AI Solutions | Data Quality,ydata.ai
Yatra Online,AI-powered travel solutions,https://www.yatra.com,Travel booking and services,TravelTech | AI | Ecommerce,yatra.com
Yuma AI,Automating Ecommerce Customer Service,https://yuma.ai,AI-powered customer service automation for e-commerce,E-commerce | Customer Service | AI Technology,yuma.ai
Zendesk,The Complete Customer Service Solution,https://www.zendesk.com/,Customer service software,Customer Service | Software | AI,zendesk.com
Zest AI,Proven AI for a Thriving Lending Ecosystem,https://www.zest.ai,AI-powered lending solutions,Fintech | AI | Lending | Credit Underwriting | Credit,zest.ai
Zight,Create engaging visuals and videos with AI.,https://zight.com/,Screen recording and visual communication tools,Software | Productivity | Video Editing | Screen Recording,zight.com
Zilliz,Vector Database built for enterprise-grade AI applications,https://zilliz.com,Zilliz Cloud,Database | AI | Cloud Services,zilliz.com
Zowie,Fire your helpdesk and...,https://getzowie.com,AI-powered chatbot for ecommerce,Ecommerce | AI | Customer Service,getzowie.com
atria AI,Unlock Your Enterprise Knowledge,https://www.atria-ai.com,Custom AI for Lawyers,Legal Tech | AI | Enterprise Solutions,atria-ai.com
care.ai,The World’s Most Advanced Smart Care Facility Platform™,https://care.ai,Ambiently-Aware Artificial Intelligence Platform,Healthcare | AI | Smart Care Solutions,care.ai
d-Matrix,Transforming AI from unsustainable to attainable.,https://www.d-matrix.ai/,AI inference platform,Technology | AI | Computing,d-matrix.ai
d-Matrix,Accelerating AI with Efficient Hardware Solutions,https://d-matrix.com,AI hardware and software solutions for data centers,AI | Hardware | Software | Data Centers,d-matrix.com
deepset,An LLM platform for enterprise AI teams,https://www.deepset.ai,deepset Cloud,AI | Software | SaaS | NLP,deepset.ai
fal.ai,The generative media platform for developers,https://fal.ai,Generative media platform for developers,AI | Media | Technology,fal.ai
gemsouls,Empowering Your Digital Experience,http://aitoolbox.cn,AI-driven tools for personal and business use,Technology | AI | Software Development,aitoolbox.cn
iAsk.Ai,"Free AI Search Engine, AI Homework Help & Assistance, Enabling Users to Ask ChatGPT AI Any Question",https://iask.ai,AI search engine,AI | Search Engine | Education | Technology,iask.ai
mbue,Automating architectural review.,https://www.mbue.ai/early-access,AI application that instantly reviews and identifies issues in architectural drawings.,AI | Architecture | Construction | Quality Control,mbue.ai
n8n,The world's most popular workflow automation platform for technical teams,https://n8n.io,Workflow Automation Software,Development | Communication | AI | Data & Storage | Marketing | Productivity | Sales | Utility | Miscellaneous,n8n.io
phospho,Text analytics for LLM apps,https://phospho.ai,Text analytics mining user messages,Text Analytics | LLM Applications | Data Mining,phospho.ai
poolside,Building the next generation AI for software engineering,https://poolside.ai,AI for software engineering,Software Engineering | AI | Dev Tools,poolside.ai
sensors.AFRICA,"We are here to give you actionable information about the quality of your city's air, water, sound and radiation levels.",https://sensors.africa,Citizen science initiative monitoring pollution levels,Environmental Monitoring | Citizen Science | Technology,sensors.africa
xAI,AI for the future of humanity,https://x.com,Artificial Intelligence Solutions,Technology | AI | Software Development,x.com
